state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Andhra Pradesh,Bhongir ,VARIKUPPALA KRISHNA VADDERA,M,45.0,GEN,IND,Auto- Rickshaw,35004,0,35004,1492240
Andhra Pradesh,Bhongir ,None of the Above,,,,NOTA,NOTA,10869,38,10907,1492240
Andhra Pradesh,Warangal,KADIYAM SRIHARI,M,63.0,SC,TRS,Car,658828,2811,661639,1537778
Andhra Pradesh,Warangal,GANNARAPU SURENDER,M,49.0,SC,BSP,Elephant,9489,47,9536,1537778
Andhra Pradesh,Warangal,PARAMESHWAR RAMAGALLA,M,55.0,SC,BJP,Lotus,186742,397,187139,1537778
Andhra Pradesh,Warangal,RAJAIAH SIRICILLA,M,61.0,SC,INC,Hand,268450,615,269065,1537778
Andhra Pradesh,Warangal,CHINTHA SWAMY,M,44.0,SC,AAAP,Broom,5561,8,5569,1537778
Andhra Pradesh,Warangal,THUPPARI NARASIMHA SWAMY,M,44.0,SC,PPOI,Television,7350,0,7350,1537778
Andhra Pradesh,Warangal,VENKANNA KANNAM,M,36.0,SC,MCPI,Carrom Board,2257,1,2258,1537778
Andhra Pradesh,Warangal,VENKANNA NEERUDU,M,38.0,SC,BMUP,Cot,2098,0,2098,1537778
Andhra Pradesh,Warangal,VENU ESAMPELLY,M,37.0,SC,AIFB,Lion,1541,0,1541,1537778
Andhra Pradesh,Warangal,KANAKAM RAMESH,M,34.0,SC,IND,Scissors,2013,0,2013,1537778
Andhra Pradesh,Warangal,CHILUVERU PRATHAP,M,40.0,SC,IND,Gas Stove,9178,0,9178,1537778
Andhra Pradesh,Warangal,JANNU MAHENDAR,M,33.0,SC,IND,Black Board,3209,2,3211,1537778
Andhra Pradesh,Warangal,None of the Above,,,,NOTA,NOTA,14007,27,14034,1537778
Andhra Pradesh,Mahabubabad  ,PROF. AZMEERA SEETARAM NAIK,M,56.0,ST,TRS,Car,319388,1181,320569,1387288
Andhra Pradesh,Mahabubabad  ,P. BALRAM,M,49.0,ST,INC,Hand,283735,1842,285577,1387288
Andhra Pradesh,Mahabubabad  ,BANOTH MOHANLAL,M,49.0,ST,TDP,Bicycle,215664,240,215904,1387288
Andhra Pradesh,Mahabubabad  ,BODA RAASI,F,29.0,ST,BSP,Elephant,6220,4,6224,1387288
Andhra Pradesh,Mahabubabad  ,KAVITHA RANI LUNAVATH,F,35.0,ST,PPOI,Television,6633,4,6637,1387288
Andhra Pradesh,Mahabubabad  ,GUGULOTU JAGAN,M,37.0,ST,MCPI,Carrom Board,3662,0,3662,1387288
Andhra Pradesh,Mahabubabad  ,TELLAM VENKATA RAO,M,46.0,ST,YSRCP,Ceiling Fan,127819,653,128472,1387288
Andhra Pradesh,Mahabubabad  ,EESAM SUDHAKAR,M,29.0,ST,IND,Bat,2193,0,2193,1387288
Andhra Pradesh,Mahabubabad  ,V. GOURI NAGAMANI,F,43.0,ST,IND,Scissors,13580,83,13663,1387288
Andhra Pradesh,Mahabubabad  ,DATLA NAGESHWAR RAO,M,48.0,ST,IND,Pot,6833,20,6853,1387288
Andhra Pradesh,Mahabubabad  ,PADIGA YARRAIAH,M,69.0,ST,IND,Table,3496,2,3498,1387288
Andhra Pradesh,Mahabubabad  ,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),M,53.0,ST,IND,Auto- Rickshaw,94029,15,94044,1387288
Andhra Pradesh,Mahabubabad  ,PONAKA SAMMAKKA,F,36.0,ST,IND,Cup & Saucer,3443,0,3443,1387288
Andhra Pradesh,Mahabubabad  ,BALUNAYAK BHUKYA,M,34.0,ST,IND,Gas Cylinder,3091,0,3091,1387288
Andhra Pradesh,Mahabubabad  ,METLA PAPAIAH,M,62.0,ST,IND,BUCKET,3882,43,3925,1387288
Andhra Pradesh,Mahabubabad  ,LAXMAN BUKYA,M,38.0,ST,IND,Ring,14029,5,14034,1387288
Andhra Pradesh,Mahabubabad  ,LAXMINARAYANA BORRA,M,38.0,ST,IND,Gas Stove,5879,0,5879,1387288
Andhra Pradesh,Mahabubabad  ,None of the Above,,,,NOTA,NOTA,6695,9,6704,1387288
Andhra Pradesh,Khammam ,KANKANALA NARAYANA,M,66.0,GEN,CPI,Ears of Corn And Sickle,187266,436,187702,1440267
Andhra Pradesh,Khammam ,DODDA RAM BABU,M,48.0,GEN,BSP,Elephant,4758,3,4761,1440267
Andhra Pradesh,Khammam ,NAMA NAGESWARA RAO,M,56.0,GEN,TDP,Bicycle,407614,2616,410230,1440267
Andhra Pradesh,Khammam ,BUDAN BAIG SHAIK,M,53.0,GEN,TRS,Car,88944,180,89124,1440267
Andhra Pradesh,Khammam ,NAGARJUNA CHERUKURU,M,44.0,GEN,JaSPa,Chappals,4994,8,5002,1440267
Andhra Pradesh,Khammam ,PONGULETI  SRINIVASA REDDY,M,48.0,GEN,YSRCP,Ceiling Fan,418609,3825,422434,1440267
Andhra Pradesh,Khammam ,MEDARAMETLA  RAMA RAO,M,48.0,GEN,PPOI,Television,4136,3,4139,1440267
Andhra Pradesh,Khammam ,KANAKAM TIRUMALA RAO,M,27.0,SC,IND,Green Chilli,917,0,917,1440267
Andhra Pradesh,Khammam ,KALTHI RAMULAMMA,F,39.0,ST,IND,Basket containing Fruits,983,0,983,1440267
Andhra Pradesh,Khammam ,KALTHI VENKATESWARLU,M,42.0,ST,IND,Almirah,1063,0,1063,1440267
Andhra Pradesh,Khammam ,KAKI BHASKAR,M,43.0,GEN,IND,Auto- Rickshaw,5368,0,5368,1440267
Andhra Pradesh,Khammam ,GUGULOTHU RANJITH KUMAR,M,30.0,ST,IND,Bat,1434,0,1434,1440267
Andhra Pradesh,Khammam ,GUGULOTHU SARVAN,M,29.0,ST,IND,Sewing Machine,1491,0,1491,1440267
Andhra Pradesh,Khammam ,GOKINEPALLI VENKATESWARA RAO (GVR),M,56.0,GEN,IND,Cup & Saucer,8041,14,8055,1440267
Andhra Pradesh,Khammam ,JERRIPOTHULA SRINIVAS,M,38.0,SC,IND,Cot,1116,0,1116,1440267
Andhra Pradesh,Khammam ,NAGIREDDY RAJI REDDY (RAJANNA),M,38.0,GEN,IND,Telephone,4484,0,4484,1440267
Andhra Pradesh,Khammam ,BACHALA LAXMAIAH,M,55.0,ST,IND,Electric Pole,6506,0,6506,1440267
Andhra Pradesh,Khammam ,BANOTH KISHAN NAYAK,M,33.0,ST,IND,Dolli,1617,0,1617,1440267
Andhra Pradesh,Khammam ,BANOTH LAXMA NAIK,M,57.0,ST,IND,Table,1342,0,1342,1440267
Andhra Pradesh,Khammam ,BUSIREDDY SHANKAR REDDY,M,53.0,GEN,IND,Pot,964,0,964,1440267
Andhra Pradesh,Khammam ,MARIKANTI VASUDASU,M,69.0,GEN,IND,Ring,879,0,879,1440267
Andhra Pradesh,Khammam ,MUDIGE NAGESWARA RAO,M,44.0,ST,IND,BELT,1202,0,1202,1440267
Andhra Pradesh,Khammam ,MOKALLA RAMESH,M,41.0,ST,IND,Scissors,5401,0,5401,1440267
Andhra Pradesh,Khammam ,RAMESH KOMMU,M,42.0,SC,IND,Gas Stove,1273,1,1274,1440267
Andhra Pradesh,Khammam ,RAMU KANDULA,M,35.0,SC,IND,Coconut,1021,0,1021,1440267
Andhra Pradesh,Khammam ,LINGALA RAVI KUMAR,M,38.0,SC,IND,Gas Cylinder,9459,1,9460,1440267
Andhra Pradesh,Khammam ,SANAPA POMMAIAH,M,50.0,ST,IND,BUCKET,889,0,889,1440267
Andhra Pradesh,Khammam ,None of the Above,,,,NOTA,NOTA,4978,13,4991,1440267
Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,M,67.0,ST,INC,Hand,52574,310,52884,1272340
Andhra Pradesh,Aruku ,GUMMIDI SANDHYARANI,F,41.0,ST,TDP,Bicycle,319846,1947,321793,1272340
Andhra Pradesh,Aruku ,MIDIYAM BABURAO,M,63.0,ST,CPM,"Hammer, Sickle and Star",38254,644,38898,1272340
Andhra Pradesh,Aruku ,KOTHAPALLI GEETHA,F,43.0,ST,YSRCP,Ceiling Fan,410730,2461,413191,1272340
Andhra Pradesh,Aruku ,BURJABARIKI DHANARAJU,M,32.0,ST,AAAP,Broom,8539,30,8569,1272340
Andhra Pradesh,Aruku ,IILLA RAMI REDDY,M,60.0,ST,IND,Table,5685,7,5692,1272340
Andhra Pradesh,Aruku ,KANGALA BALUDORA,M,58.0,ST,IND,Cup & Saucer,23197,18,23215,1272340
Andhra Pradesh,Aruku ,CHETTI SANKARARAO,M,32.0,ST,IND,Envelope,8934,17,8951,1272340
Andhra Pradesh,Aruku ,BIDDIKA RAMAIAH,M,52.0,ST,IND,Iron,7581,6,7587,1272340
Andhra Pradesh,Aruku ,VANUGU SANKARARAO,M,39.0,ST,IND,Bat,4591,23,4614,1272340
Andhra Pradesh,Aruku ,SALLANGI RATNAM,F,35.0,ST,IND,Pot,7648,40,7688,1272340
Andhra Pradesh,Aruku ,None of the Above,,,,NOTA,NOTA,16496,36,16532,1272340
Andhra Pradesh,Srikakulam,KILLI KRUPARANI,F,52.0,GEN,INC,Hand,24038,133,24171,1413726
Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,M,47.0,GEN,BSP,Elephant,8036,13,8049,1413726
Andhra Pradesh,Srikakulam,RAMMOHAN NAIDU KINJARAPU,M,27.0,GEN,TDP,Bicycle,552348,4197,556545,1413726
Andhra Pradesh,Srikakulam,KADIYAM JAYALAKSHMI,F,32.0,GEN,PPOI,Television,5023,3,5026,1413726
Andhra Pradesh,Srikakulam,JAIDEV INJARAPU,M,41.0,GEN,AAAP,Broom,2517,42,2559,1413726
Andhra Pradesh,Srikakulam,PAIDI RAJA RAO,M,40.0,GEN,JaSPa,Chappals,11334,89,11423,1413726
Andhra Pradesh,Srikakulam,REDDY SHANTHI,F,45.0,GEN,YSRCP,Ceiling Fan,426135,2718,428853,1413726
Andhra Pradesh,Srikakulam,VASUDEVA RAO BODDU,M,41.0,GEN,CPI(ML)(L),Auto- Rickshaw,5128,4,5132,1413726
Andhra Pradesh,Srikakulam,KINJARAPU TEJESWARA RAO,M,31.0,GEN,IND,Bat,2074,1,2075,1413726
Andhra Pradesh,Srikakulam,TOTA TEJESWARA RAO,M,36.0,GEN,IND,Coconut,2143,1,2144,1413726
Andhra Pradesh,Srikakulam,None of the Above,,,,NOTA,NOTA,6100,38,6138,1413726
Andhra Pradesh,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,M,62.0,GEN,TDP,Bicycle,534357,2192,536549,1403736
Andhra Pradesh,Vizianagaram,JHANSI LAKSHMI BOTCHA,F,50.0,GEN,INC,Hand,122091,396,122487,1403736
Andhra Pradesh,Vizianagaram,BONU KRISHNA,M,50.0,SC,BSP,Elephant,4091,1,4092,1403736
Andhra Pradesh,Vizianagaram,TADIVAKA RAMESH NAIDU,M,44.0,GEN,JaSPa,Chappals,3346,42,3388,1403736
Andhra Pradesh,Vizianagaram,NARU SIMHADRI NAIDU,M,58.0,GEN,AAAP,Broom,2476,29,2505,1403736
Andhra Pradesh,Vizianagaram,PRASADA RAO NANDA,M,42.0,GEN,PPOI,Television,6396,5,6401,1403736
Andhra Pradesh,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,M,33.0,GEN,YSRCP,Ceiling Fan,427629,2009,429638,1403736
Andhra Pradesh,Vizianagaram,YELLA RAO SIYYADULA,M,33.0,SC,IND,Auto- Rickshaw,5125,0,5125,1403736
Andhra Pradesh,Vizianagaram,HARIKISHAN KUPPILI,M,37.0,GEN,IND,Bat,3573,30,3603,1403736
Andhra Pradesh,Vizianagaram,None of the Above,,,,NOTA,NOTA,6506,22,6528,1403736
Andhra Pradesh,Visakhapatnam,IMANDI VENKATA KURMARAO,M,43.0,GEN,BSP,Elephant,14941,6,14947,1723011
Andhra Pradesh,Visakhapatnam,KAMBHAMPATI HARI BABU,M,60.0,GEN,BJP,Lotus,565326,1506,566832,1723011
Andhra Pradesh,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),M,57.0,GEN,INC,Hand,50605,27,50632,1723011
Andhra Pradesh,Visakhapatnam,KUNA RAMAM,M,51.0,GEN,AAAP,Broom,6147,28,6175,1723011
Andhra Pradesh,Visakhapatnam,DADI JYOTHI BHAVANI,F,43.0,GEN,PPOI,Television,2715,2,2717,1723011
Andhra Pradesh,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,M,49.0,GEN,ICSP,Trumpet,1907,3,1910,1723011
Andhra Pradesh,Visakhapatnam,JT RAMARAO,M,42.0,GEN,sps,Kite,4316,7,4323,1723011
Andhra Pradesh,Visakhapatnam,Y.S VIJAYAMMA,F,58.0,GEN,YSRCP,Ceiling Fan,474628,1716,476344,1723011
Andhra Pradesh,Visakhapatnam,SABBAM HARI,M,60.0,GEN,JaSPa,Chappals,6598,46,6644,1723011
Andhra Pradesh,Visakhapatnam,UMAMAHESWARARAO ARETI,M,33.0,SC,IND,Bat,1750,1,1751,1723011
Andhra Pradesh,Visakhapatnam,KUTIKUPPALA SURYA RAO,M,60.0,GEN,IND,Gas Stove,1879,10,1889,1723011
Andhra Pradesh,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,M,50.0,GEN,IND,Camera,1925,2,1927,1723011
Andhra Pradesh,Visakhapatnam,GEDELA KRISHNARAO,M,60.0,ST,IND,Batsman,1117,1,1118,1723011
Andhra Pradesh,Visakhapatnam,CHANDRASEKHAR BUDDA,M,35.0,GEN,IND,Window,1347,1,1348,1723011
Andhra Pradesh,Visakhapatnam,CHALAPATHIRAO RONANKI,M,60.0,GEN,IND,Battery Torch,1593,1,1594,1723011
Andhra Pradesh,Visakhapatnam,TANUKU DIVAKAR,M,46.0,GEN,IND,Violin,5418,0,5418,1723011
Andhra Pradesh,Visakhapatnam,DURGAPRASAD GUNTU,M,45.0,GEN,IND,Letter Box,2610,1,2611,1723011
Andhra Pradesh,Visakhapatnam,NAGENDRA SAIRAM,M,27.0,GEN,IND,CALCULATOR,2377,0,2377,1723011
Andhra Pradesh,Visakhapatnam,J. PADMAJA,F,34.0,GEN,IND,Pressure Cooker,1539,1,1540,1723011
Andhra Pradesh,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,M,46.0,GEN,IND,School Bag,991,3,994,1723011
Andhra Pradesh,Visakhapatnam,SREENADH REDDY,M,39.0,GEN,IND,Cauliflower,1378,1,1379,1723011
Andhra Pradesh,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,41.0,GEN,IND,Mixee,1759,0,1759,1723011
Andhra Pradesh,Visakhapatnam,None of the Above,,,,NOTA,NOTA,7312,17,7329,1723011
Andhra Pradesh,Anakapalli,KARANAM TIRUPATHI RAO,M,45.0,GEN,BSP,Elephant,14819,15,14834,1401474
Andhra Pradesh,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,47.0,GEN,TDP,Bicycle,566667,1796,568463,1401474
Andhra Pradesh,Anakapalli,VIJAYA LAKSHMI THOTA,F,44.0,GEN,INC,Hand,17697,73,17770,1401474
Andhra Pradesh,Anakapalli,KONDARAJU JAMPANA,M,47.0,GEN,JaSPa,Chappals,6215,46,6261,1401474
Andhra Pradesh,Anakapalli,GUDIVADA AMARNADH,M,30.0,GEN,YSRCP,Ceiling Fan,518566,1965,520531,1401474
Andhra Pradesh,Anakapalli,VADLAMURI KRISHNA SWAROOP,M,41.0,SC,DABAP,Auto- Rickshaw,5501,5,5506,1401474
Andhra Pradesh,Anakapalli,SARISA LEELA PRASANNA KUMARI,F,43.0,GEN,PPOI,Television,2871,4,2875,1401474
Andhra Pradesh,Anakapalli,APPALARAJU SADARAM,M,60.0,GEN,IND,Violin,3225,3,3228,1401474
Andhra Pradesh,Anakapalli,None of the Above,,,,NOTA,NOTA,8559,45,8604,1401474
Andhra Pradesh,Kakinada,THOTA NARASIMHAM,M,53.0,GEN,TDP,Bicycle,512045,2357,514402,1418290
Andhra Pradesh,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,M,51.0,GEN,INC,Hand,19528,226,19754,1418290
Andhra Pradesh,Kakinada,MUTHABATHULA RATNA KUMAR,M,37.0,SC,BSP,Elephant,2469,42,2511,1418290
Andhra Pradesh,Kakinada,ARJUNARAO YEGUPATI,M,57.0,SC,CPI(ML)(L),Cup & Saucer,1489,6,1495,1418290
Andhra Pradesh,Kakinada,KOLA VENKATA PRASAD VARMA,M,48.0,GEN,RJD,Candles,3459,14,3473,1418290
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,M,44.0,GEN,YSRCP,Ceiling Fan,508068,2903,510971,1418290
Andhra Pradesh,Kakinada,TEKUMUDI VENKATA RAO,M,55.0,GEN,PPOI,Television,3819,7,3826,1418290
Andhra Pradesh,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,M,38.0,GEN,JaSPa,Chappals,6263,179,6442,1418290
Andhra Pradesh,Kakinada,MOTHA SARADA,F,33.0,SC,RPI(KH),Auto- Rickshaw,6835,1,6836,1418290
Andhra Pradesh,Kakinada,ROKKAM DAYAKAR,M,45.0,SC,RP(K),Electric Pole,1834,3,1837,1418290
Andhra Pradesh,Kakinada,SRINIVAS DANGETI,M,44.0,GEN,AAAP,Broom,2266,90,2356,1418290
Andhra Pradesh,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,M,45.0,GEN,IND,Ice Cream,1904,3,1907,1418290
Andhra Pradesh,Kakinada,KUNCHE RAMADAS,M,69.0,SC,IND,Envelope,1117,5,1122,1418290
Andhra Pradesh,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),M,53.0,GEN,IND,Kite,1413,4,1417,1418290
Andhra Pradesh,Kakinada,CHAGANTI SURYANARAYANA MURTY,M,49.0,GEN,IND,Gas Stove,1230,6,1236,1418290
Andhra Pradesh,Kakinada,JALLURI VENKATESWARLU (J.V),M,47.0,SC,IND,Coconut,6634,2,6636,1418290
Andhra Pradesh,Kakinada,DONKA LEELAVATHI,F,62.0,GEN,IND,Letter Box,3754,2,3756,1418290
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,M,42.0,SC,IND,Pot,1693,4,1697,1418290
Andhra Pradesh,Kakinada,PEPAKAYALA SUBHA RAJENDRA,M,48.0,GEN,IND,Pressure Cooker,1158,3,1161,1418290
Andhra Pradesh,Kakinada,PRABHAKARA RAO MADIKI,M,45.0,SC,IND,Slate,495,1,496,1418290
Andhra Pradesh,Kakinada,MERLA BHAVANI SANKARA PRASAD,M,54.0,GEN,IND,Bat,908,2,910,1418290
Andhra Pradesh,Kakinada,VINJAMALLA CHITTI BABU,M,40.0,SC,IND,Battery Torch,1394,6,1400,1418290
Andhra Pradesh,Kakinada,None of the Above,,,,NOTA,NOTA,4158,200,4358,1418290
Andhra Pradesh,Amalapuram ,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,63.0,SC,INC,Hand,12092,90,12182,1357865
Andhra Pradesh,Amalapuram ,GEDDAM SAMPADA RAO,M,44.0,SC,BSP,Elephant,7117,102,7219,1357865
Andhra Pradesh,Amalapuram ,DR PANDULA RAVINDRA BABU,M,58.0,SC,TDP,Bicycle,591480,3067,594547,1357865
Andhra Pradesh,Amalapuram ,KUNCHE PEDASATYANARAYANA,M,43.0,SC,PPOI,Television,4543,17,4560,1357865
Andhra Pradesh,Amalapuram ,KONKI VENKATA RAO,M,33.0,SC,RP(K),Ring,3220,13,3233,1357865
Andhra Pradesh,Amalapuram ,PINIPE VISWARUPU,M,51.0,SC,YSRCP,Ceiling Fan,470804,3167,473971,1357865
Andhra Pradesh,Amalapuram ,VIJAYA CHAKRAVARTHY PANTHAGADA,M,61.0,SC,RPI(KH),Electric Pole,2861,6,2867,1357865
Andhra Pradesh,Amalapuram ,G.V.HARSHA KUMAR,M,54.0,SC,JaSPa,Chappals,9587,344,9931,1357865
Andhra Pradesh,Amalapuram ,UNDRU GANI RAJU,M,32.0,SC,IND,Cup & Saucer,856,6,862,1357865
Andhra Pradesh,Amalapuram ,KASI CHANDRAMOULI,M,28.0,SC,IND,Auto- Rickshaw,1090,20,1110,1357865
Andhra Pradesh,Amalapuram ,KOMMU SATYAVATHI,F,41.0,SC,IND,Lady Purse,619,6,625,1357865
Andhra Pradesh,Amalapuram ,BHASKARA RAO BUNGA,M,65.0,SC,IND,Coconut,816,8,824,1357865
Andhra Pradesh,Amalapuram ,YALANGI RAMESH,M,50.0,SC,IND,Stethoscope,1161,10,1171,1357865
Andhra Pradesh,Amalapuram ,VADDI WINSTON CHURCHILL,M,46.0,SC,IND,Trumpet,1676,8,1684,1357865
Andhra Pradesh,Amalapuram ,None of the Above,,,,NOTA,NOTA,5992,149,6141,1357865
Andhra Pradesh,Rajahmundry,DURGESH KANDULA,M,55.0,GEN,INC,Hand,21056,187,21243,1421276
Andhra Pradesh,Rajahmundry,MARRE BABJI,M,47.0,SC,BSP,Elephant,6037,42,6079,1421276
Andhra Pradesh,Rajahmundry,MURALI MOHAN MAGANTI,M,73.0,GEN,TDP,Bicycle,627653,2920,630573,1421276
Andhra Pradesh,Rajahmundry,KOLLABATHULA RICHMOND CAREY,M,40.0,GEN,GaAP,Window,5457,24,5481,1421276
Andhra Pradesh,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,M,39.0,GEN,YSRCP,Ceiling Fan,461204,1935,463139,1421276
Andhra Pradesh,Rajahmundry,MULLAPUDI SATYANARAYANA,M,43.0,GEN,JaSPa,Chappals,11540,178,11718,1421276
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,M,44.0,GEN,RPC(S),Gas Cylinder,985,6,991,1421276
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,M,47.0,GEN,PPOI,Television,1322,7,1329,1421276
Andhra Pradesh,Rajahmundry,ANNAMDEVULA DHARMA RAO,M,52.0,GEN,IND,Almirah,588,2,590,1421276
Andhra Pradesh,Rajahmundry,CHEEKATLA VENKATESWARA RAO,M,46.0,GEN,IND,Auto- Rickshaw,1351,5,1356,1421276
Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),M,47.0,GEN,IND,Scissors,978,11,989,1421276
Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,M,66.0,GEN,IND,Lady Purse,764,1,765,1421276
Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,M,30.0,GEN,IND,Gas Stove,1277,5,1282,1421276
Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,M,36.0,GEN,IND,Pot,1390,0,1390,1421276
Andhra Pradesh,Rajahmundry,None of the Above,,,,NOTA,NOTA,7361,95,7456,1421276
Andhra Pradesh,Narsapuram,KANUMURU BAPI RAJU,M,66.0,GEN,INC,Hand,26859,224,27083,1325028
Andhra Pradesh,Narsapuram,GOKARAJU GANGA RAJU,M,69.0,GEN,BJP,Lotus,537498,2808,540306,1325028
Andhra Pradesh,Narsapuram,CHINTAPALLI KANAKA RAO,M,55.0,GEN,BSP,Elephant,8454,37,8491,1325028
Andhra Pradesh,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,M,48.0,GEN,PPOI,Television,4205,27,4232,1325028
Andhra Pradesh,Narsapuram,GITADAS DAS,F,28.0,GEN,pjdl,Auto- Rickshaw,23255,5,23260,1325028
Andhra Pradesh,Narsapuram,NALLI RAJESH,M,31.0,SC,RP(K),Electric Pole,6705,3,6708,1325028
Andhra Pradesh,Narsapuram,VANKA RAVINDRANATH,M,53.0,GEN,YSRCP,Ceiling Fan,452576,2379,454955,1325028
Andhra Pradesh,Narsapuram,SAROJA  POLASAPALLI,F,33.0,GEN,JaSPa,Chappals,6704,134,6838,1325028
Andhra Pradesh,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,M,44.0,GEN,IND,Coconut,1339,11,1350,1325028
Andhra Pradesh,Narsapuram,BADAMPUDI SIVA,M,27.0,GEN,IND,Carrom Board,1597,8,1605,1325028
Andhra Pradesh,Narsapuram,MEDAPATI  VARAHALA REDDY,M,38.0,GEN,IND,Gas Cylinder,1242,8,1250,1325028
Andhra Pradesh,Narsapuram,VANGALAPUDI YASHYAA,M,40.0,SC,IND,Candles,1274,7,1281,1325028
Andhra Pradesh,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,M,49.0,GEN,IND,Battery Torch,1295,3,1298,1325028
Andhra Pradesh,Narsapuram,SHIVAJI GOTTUMUKKALA,M,43.0,SC,IND,Lady Purse,2274,12,2286,1325028
Andhra Pradesh,Narsapuram,None of the Above,,,,NOTA,NOTA,7900,104,8004,1325028
Andhra Pradesh,Eluru ,NETALA RAMESH BABU,M,51.0,SC,BSP,Elephant,11624,46,11670,1427764
Andhra Pradesh,Eluru ,MAGANTI VENKATESWARA RAO (BABU),M,54.0,GEN,TDP,Bicycle,620374,3097,623471,1427764
Andhra Pradesh,Eluru ,MUSUNURI NAGESWARA RAO,M,61.0,GEN,INC,Hand,11680,90,11770,1427764
Andhra Pradesh,Eluru ,ASHOK YANTRAPATI,M,52.0,SC,MaSP,Almirah,1205,7,1212,1427764
Andhra Pradesh,Eluru ,GOVADA VIJAYA KUMARI,F,38.0,SC,pjdl,Television,4477,6,4483,1427764
Andhra Pradesh,Eluru ,THOTA CHANDRA SEKHAR,M,52.0,GEN,YSRCP,Ceiling Fan,518063,3482,521545,1427764
Andhra Pradesh,Eluru ,MENDEM SANTOSH KUMAR ( PEDABABULU),M,39.0,SC,ILP(AP),Auto- Rickshaw,3409,14,3423,1427764
Andhra Pradesh,Eluru ,U .V. RAMA RAO,M,47.0,GEN,PPOI,Battery Torch,1311,12,1323,1427764
Andhra Pradesh,Eluru ,SAVANAPUDI NAGARAJU,M,55.0,SC,MCPI,Carrom Board,2310,8,2318,1427764
Andhra Pradesh,Eluru ,K.V.V.SATYANARAYANA,M,68.0,GEN,JaSPa,Chappals,2761,112,2873,1427764
Andhra Pradesh,Eluru ,GANGADHARA RAO NANNAPANENI,M,65.0,GEN,IND,Sewing Machine,1293,9,1302,1427764
Andhra Pradesh,Eluru ,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,M,34.0,GEN,IND,CALCULATOR,750,1,751,1427764
Andhra Pradesh,Eluru ,K.VIJAYA LAKSHMI PANDIT,F,50.0,GEN,IND,Candles,1312,8,1320,1427764
Andhra Pradesh,Eluru ,U VENKATESWARARAO (U.V),M,48.0,GEN,IND,Scissors,3957,14,3971,1427764
Andhra Pradesh,Eluru ,C.V.SARADA DEVI,F,53.0,GEN,IND,Coat,2715,6,2721,1427764
Andhra Pradesh,Eluru ,None of the Above,,,,NOTA,NOTA,7479,65,7544,1427764
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,M,64.0,GEN,TDP,Bicycle,583374,3906,587280,1369311
Andhra Pradesh,Machilipatnam ,PRASADA RAO PEGGEM,M,37.0,SC,BSP,Elephant,4057,28,4085,1369311
Andhra Pradesh,Machilipatnam ,SISTLA RAMESH,M,51.0,GEN,INC,Hand,13992,119,14111,1369311
Andhra Pradesh,Machilipatnam ,KAMMILI SRINIVAS,M,42.0,GEN,JaSPa,Chappals,7508,184,7692,1369311
Andhra Pradesh,Machilipatnam ,KOLUSU PARTHA SARATHY,M,48.0,GEN,YSRCP,Ceiling Fan,502875,3348,506223,1369311
Andhra Pradesh,Machilipatnam ,VADAPALLI RAGHUNADH,M,63.0,GEN,PPOI,Television,4393,8,4401,1369311
Andhra Pradesh,Machilipatnam ,JAMPANA SRINIVASA GOUD,M,48.0,GEN,IND,Letter Box,921,10,931,1369311
Andhra Pradesh,Machilipatnam ,PARASA SRINIVASA RAO,M,35.0,GEN,IND,Electric Pole,3395,4,3399,1369311
